,zip,statecode,county,city_town,climate.Zone,city,state,latitude,longitude
6199,17602,PA,LANCASTER,LANCASTER,5A,Lancaster,PA,40.032664,-76.27575
6200,17603,PA,LANCASTER,LANCASTER,5A,Lancaster,PA,40.03263,-76.33328
6201,17604,PA,LANCASTER,LANCASTER,5A,Lancaster,PA,40.065096,-76.335631
6202,17605,PA,LANCASTER,LANCASTER,5A,Lancaster,PA,40.0185,-76.297582
6203,17606,PA,LANCASTER,LANCASTER,5A,Lancaster,PA,40.110201,-76.305378
6204,17607,PA,LANCASTER,LANCASTER,5A,Lancaster,PA,40.0185,-76.297582
6205,17608,PA,LANCASTER,LANCASTER,5A,Lancaster,PA,40.0185,-76.297582
6206,17701,PA,LYCOMING,WILLIAMSPORT,5A,Williamsport,PA,41.256736,-77.0108
6207,17702,PA,LYCOMING,WILLIAMSPORT,5A,Williamsport,PA,41.222128,-77.02267
6208,17703,PA,LYCOMING,WILLIAMSPORT,5A,Williamsport,PA,41.33275,-77.023601
6209,17705,PA,LYCOMING,WILLIAMSPORT,5A,Williamsport,PA,41.33275,-77.023601
6210,17720,PA,LYCOMING,ANTES FORT,5A,Antes Fort,PA,41.186545,-77.218368
6211,17721,PA,CLINTON,AVIS,5A,Avis,PA,41.186038,-77.31604
6212,17724,PA,BRADFORD,CANTON,5A,Canton,PA,41.649813,-76.82304
6213,17726,PA,CLINTON,CASTANEA,5A,Castanea,PA,41.122741,-77.431745
6214,17727,PA,LYCOMING,CEDAR RUN,5A,Cedar Run,PA,41.33275,-77.023601
6215,17728,PA,LYCOMING,COGAN STATION,5A,Cogan Station,PA,41.318934,-77.08211
6216,17729,PA,POTTER,CROSS FORK,6A,Cross Fork,PA,41.493592,-77.78665
6217,17730,PA,NORTHUMBERLAND,DEWART,5A,Dewart,PA,41.109525,-76.87893
6218,17731,PA,SULLIVAN,EAGLES MERE,5A,Eagles Mere,PA,41.414864,-76.58391
6219,17737,PA,LYCOMING,HUGHESVILLE,5A,Hughesville,PA,41.268721,-76.69048
6220,17740,PA,LYCOMING,JERSEY SHORE,5A,Jersey Shore,PA,41.209389,-77.25975
6221,17742,PA,LYCOMING,LAIRDSVILLE,5A,Lairdsville,PA,41.232059,-76.6084
6222,17744,PA,LYCOMING,LINDEN,5A,Linden,PA,41.239046,-77.15154
6223,17745,PA,CLINTON,LOCK HAVEN,5A,Lock Haven,PA,41.146432,-77.42658
6224,17747,PA,CLINTON,LOGANTON,5A,Loganton,PA,41.038555,-77.29872
6225,17748,PA,CLINTON,MC ELHATTAN,5A,McElhattan,PA,41.125166,-77.36332
6226,17749,PA,NORTHUMBERLAND,MC EWENSVILLE,5A,McEwensville,PA,41.072139,-76.81871
6227,17750,PA,CLINTON,MACKEYVILLE,5A,Mackeyville,PA,41.051654,-77.4631
6228,17751,PA,CLINTON,MILL HALL,5A,Mill Hall,PA,41.108454,-77.49516
6229,17752,PA,LYCOMING,MONTGOMERY,5A,Montgomery,PA,41.173254,-76.88449
6230,17754,PA,LYCOMING,MONTOURSVILLE,5A,Montoursville,PA,41.271098,-76.90382
6231,17756,PA,LYCOMING,MUNCY,5A,Muncy,PA,41.208834,-76.73877
6232,17758,PA,SULLIVAN,MUNCY VALLEY,5A,Muncy Valley,PA,41.349559,-76.5442
6233,17760,PA,CLINTON,NORTH BEND,5A,North Bend,PA,41.404439,-77.68536
6234,17762,PA,LYCOMING,PICTURE ROCKS,5A,Picture Rocks,PA,41.280066,-76.71173
6235,17763,PA,LYCOMING,RALSTON,5A,Ralston,PA,41.505366,-76.95432
6236,17764,PA,CLINTON,RENOVO,5A,Renovo,PA,41.351129,-77.79678
6237,17765,PA,TIOGA,ROARING BRANCH,6A,Roaring Branch,PA,41.592461,-76.95078
6238,17768,PA,SULLIVAN,SHUNK,5A,Shunk,PA,41.544194,-76.74643
6239,17769,PA,LYCOMING,SLATE RUN,5A,Slate Run,PA,41.33275,-77.023601
6240,17771,PA,LYCOMING,TROUT RUN,5A,Trout Run,PA,41.43664,-77.03435
6241,17772,PA,NORTHUMBERLAND,TURBOTVILLE,5A,Turbotville,PA,41.104021,-76.73831
6242,17774,PA,LYCOMING,UNITYVILLE,5A,Unityville,PA,41.239382,-76.53935
6243,17776,PA,LYCOMING,WATERVILLE,5A,Waterville,PA,41.36958,-77.38615
6244,17777,PA,NORTHUMBERLAND,WATSONTOWN,5A,Watsontown,PA,41.096505,-76.84924
6245,17778,PA,CLINTON,WESTPORT,5A,Westport,PA,41.290924,-77.92124
6246,17779,PA,CLINTON,WOOLRICH,5A,Woolrich,PA,41.187424,-77.372827
6247,17801,PA,NORTHUMBERLAND,SUNBURY,5A,Sunbury,PA,40.856105,-76.77124
6248,17810,PA,UNION,ALLENWOOD,5A,Allenwood,PA,41.117517,-77.00557
6249,17812,PA,SNYDER,BEAVER SPRINGS,5A,Beaver Springs,PA,40.739459,-77.23037
6250,17813,PA,SNYDER,BEAVERTOWN,5A,Beavertown,PA,40.768922,-77.17854
6251,17814,PA,COLUMBIA,BENTON,5A,Benton,PA,41.241255,-76.37738
6252,17815,PA,COLUMBIA,BLOOMSBURG,5A,Bloomsburg,PA,41.013364,-76.43982
6253,17820,PA,COLUMBIA,CATAWISSA,5A,Catawissa,PA,40.916126,-76.43888
6254,17821,PA,MONTOUR,DANVILLE,5A,Danville,PA,40.985594,-76.63449
6255,17822,PA,MONTOUR,DANVILLE,5A,Danville,PA,40.967437,-76.604896
6256,17823,PA,NORTHUMBERLAND,DORNSIFE,5A,Dornsife,PA,40.720016,-76.73738
6257,17824,PA,NORTHUMBERLAND,ELYSBURG,5A,Elysburg,PA,40.848885,-76.53547
6258,17827,PA,SNYDER,FREEBURG,5A,Freeburg,PA,40.761179,-76.94339
6259,17829,PA,UNION,HARTLETON,5A,Hartleton,PA,40.900777,-77.15522
6260,17830,PA,NORTHUMBERLAND,HERNDON,5A,Herndon,PA,40.690647,-76.80513
6261,17831,PA,SNYDER,HUMMELS WHARF,5A,Hummels Wharf,PA,40.834408,-76.835439
6262,17832,PA,NORTHUMBERLAND,MARION HEIGHTS,5A,Marion Heights,PA,40.80436,-76.46387
6263,17833,PA,SNYDER,KREAMER,5A,Kreamer,PA,40.802232,-76.96291
6264,17834,PA,NORTHUMBERLAND,KULPMONT,5A,Kulpmont,PA,40.792365,-76.47131
6265,17835,PA,UNION,LAURELTON,5A,Laurelton,PA,40.88358,-77.19808
6266,17836,PA,NORTHUMBERLAND,LECK KILL,5A,Leck Kill,PA,40.706213,-76.5997
6267,17837,PA,UNION,LEWISBURG,5A,Lewisburg,PA,40.965348,-76.9139
6268,17839,PA,COLUMBIA,LIGHTSTREET,5A,Light Street,PA,41.020062,-76.438413
6269,17840,PA,NORTHUMBERLAND,LOCUST GAP,5A,Locust Gap,PA,40.769941,-76.43928
6270,17841,PA,MIFFLIN,MC CLURE,5A,McClure,PA,40.714443,-77.34934
6271,17842,PA,SNYDER,MIDDLEBURG,5A,Middleburg,PA,40.799235,-77.03834
6272,17844,PA,UNION,MIFFLINBURG,5A,Mifflinburg,PA,40.928666,-77.05294
6273,17845,PA,UNION,MILLMONT,5A,Millmont,PA,40.879182,-77.17437
6274,17846,PA,COLUMBIA,MILLVILLE,5A,Millville,PA,41.142069,-76.51679
6275,17847,PA,NORTHUMBERLAND,MILTON,5A,Milton,PA,41.010754,-76.83647
6276,17850,PA,NORTHUMBERLAND,MONTANDON,5A,Montandon,PA,40.964676,-76.85724
6277,17851,PA,NORTHUMBERLAND,MOUNT CARMEL,5A,Mount Carmel,PA,40.797899,-76.41898
6278,17853,PA,SNYDER,MOUNT PLEASANT MILLS,5A,Mount Pleasant Mills,PA,40.694161,-77.00629
6279,17855,PA,UNION,NEW BERLIN,5A,New Berlin,PA,40.880509,-76.985
6280,17856,PA,UNION,NEW COLUMBIA,5A,New Columbia,PA,41.047295,-76.91245
6281,17857,PA,NORTHUMBERLAND,NORTHUMBERLAND,5A,Northumberland,PA,40.899361,-76.78947
6282,17858,PA,COLUMBIA,NUMIDIA,5A,Numidia,PA,41.042106,-76.424297
6283,17859,PA,COLUMBIA,ORANGEVILLE,5A,Orangeville,PA,41.11533,-76.39923
6284,17860,PA,NORTHUMBERLAND,PAXINOS,5A,Paxinos,PA,40.839093,-76.62615
6285,17861,PA,SNYDER,PAXTONVILLE,5A,Paxtonville,PA,40.770921,-77.08455
6286,17862,PA,SNYDER,PENNS CREEK,5A,Penns Creek,PA,40.860555,-77.0582
6287,17864,PA,SNYDER,PORT TREVORTON,5A,Port Trevorton,PA,40.696064,-76.90271
6288,17865,PA,NORTHUMBERLAND,POTTS GROVE,5A,Potts Grove,PA,40.9921,-76.78654
6289,17866,PA,NORTHUMBERLAND,COAL TOWNSHIP,5A,Coal Township,PA,40.791328,-76.56393
6290,17867,PA,NORTHUMBERLAND,REBUCK,5A,Rebuck,PA,40.708236,-76.68758
6291,17868,PA,NORTHUMBERLAND,RIVERSIDE,5A,Riverside,PA,40.956916,-76.63116
6292,17870,PA,SNYDER,SELINSGROVE,5A,Selinsgrove,PA,40.812047,-76.86138
6293,17872,PA,NORTHUMBERLAND,SHAMOKIN,5A,Shamokin,PA,40.784453,-76.56417
6294,17876,PA,SNYDER,SHAMOKIN DAM,5A,Shamokin Dam,PA,40.845896,-76.82241
6295,17877,PA,NORTHUMBERLAND,SNYDERTOWN,5A,Snydertown,PA,40.87897,-76.667267
6296,17878,PA,COLUMBIA,STILLWATER,5A,Stillwater,PA,41.170314,-76.33154
6297,17880,PA,UNION,SWENGEL,5A,Swengel,PA,40.978059,-77.08184
6298,17881,PA,NORTHUMBERLAND,TREVORTON,5A,Trevorton,PA,40.780982,-76.67105
6299,17883,PA,UNION,VICKSBURG,5A,Vicksburg,PA,40.978059,-77.08184
6300,17884,PA,MONTOUR,WASHINGTONVILLE,5A,Washingtonville,PA,41.052616,-76.67506
6301,17885,PA,UNION,WEIKERT,5A,Weikert,PA,40.851747,-77.31213
6302,17886,PA,UNION,WEST MILTON,5A,West Milton,PA,41.017937,-76.86828
6303,17887,PA,UNION,WHITE DEER,5A,White Deer,PA,41.07552,-76.87189
6304,17888,PA,COLUMBIA,WILBURTON,5A,Wilburton,PA,40.818443,-76.37737
6305,17889,PA,UNION,WINFIELD,5A,Winfield,PA,40.884501,-76.91202
6306,17901,PA,SCHUYLKILL,POTTSVILLE,5A,Pottsville,PA,40.68514,-76.2139
6307,17920,PA,COLUMBIA,ARISTES,5A,Aristes,PA,40.818731,-76.33997
6308,17921,PA,SCHUYLKILL,ASHLAND,5A,Ashland,PA,40.763568,-76.34824
6309,17922,PA,SCHUYLKILL,AUBURN,5A,Auburn,PA,40.594185,-76.13162
6310,17923,PA,SCHUYLKILL,BRANCHDALE,5A,Branchdale,PA,40.670753,-76.32397
6311,17925,PA,SCHUYLKILL,BROCKTON,5A,Brockton,PA,40.750666,-76.06899
6312,17929,PA,SCHUYLKILL,CRESSONA,5A,Cressona,PA,40.630557,-76.19448
6313,17930,PA,SCHUYLKILL,CUMBOLA,5A,Cumbola,PA,40.711162,-76.13678
6314,17931,PA,SCHUYLKILL,FRACKVILLE,5A,Frackville,PA,40.782361,-76.23232
6315,17933,PA,SCHUYLKILL,FRIEDENSBURG,5A,Friedensburg,PA,40.602141,-76.24143
6316,17934,PA,SCHUYLKILL,GILBERTON,5A,Gilberton,PA,40.79872,-76.21547
6317,17935,PA,SCHUYLKILL,GIRARDVILLE,5A,Girardville,PA,40.793258,-76.28315
6318,17936,PA,SCHUYLKILL,GORDON,5A,Gordon,PA,40.750943,-76.33944
6319,17938,PA,SCHUYLKILL,HEGINS,5A,Hegins,PA,40.658667,-76.4814
6320,17941,PA,SCHUYLKILL,KLINGERSTOWN,5A,Klingerstown,PA,40.677386,-76.62897
6321,17943,PA,SCHUYLKILL,LAVELLE,5A,Lavelle,PA,40.763048,-76.38158
6322,17944,PA,SCHUYLKILL,LLEWELLYN,5A,Llewellyn,PA,40.672834,-76.27989
6323,17945,PA,SCHUYLKILL,LOCUSTDALE,5A,Locustdale,PA,40.777606,-76.37371
6324,17948,PA,SCHUYLKILL,MAHANOY CITY,5A,Mahanoy City,PA,40.813869,-76.13737
6325,17949,PA,SCHUYLKILL,MAHANOY PLANE,5A,Mahanoy Plane,PA,40.794162,-76.24258
6326,17951,PA,SCHUYLKILL,MAR LIN,5A,Mar Lin,PA,40.679479,-76.24495
6327,17952,PA,SCHUYLKILL,MARY D,5A,Mary D,PA,40.759814,-76.05513
6328,17953,PA,SCHUYLKILL,MIDDLEPORT,5A,Middleport,PA,40.727464,-76.08556
6329,17954,PA,SCHUYLKILL,MINERSVILLE,5A,Minersville,PA,40.690455,-76.26024
6330,17957,PA,SCHUYLKILL,MUIR,5A,Muir,PA,40.592705,-76.51986
6331,17959,PA,SCHUYLKILL,NEW PHILADELPHIA,5A,New Philadelphia,PA,40.731739,-76.1278
6332,17960,PA,SCHUYLKILL,NEW RINGGOLD,5A,New Ringgold,PA,40.700548,-75.96098
6333,17961,PA,SCHUYLKILL,ORWIGSBURG,5A,Orwigsburg,PA,40.645057,-76.0785
6334,17963,PA,SCHUYLKILL,PINE GROVE,5A,Pine Grove,PA,40.558488,-76.38129
6335,17964,PA,SCHUYLKILL,PITMAN,5A,Pitman,PA,40.710899,-76.52368
6336,17965,PA,SCHUYLKILL,PORT CARBON,5A,Port Carbon,PA,40.698814,-76.16405
6337,17967,PA,SCHUYLKILL,RINGTOWN,5A,Ringtown,PA,40.859702,-76.21615
6338,17968,PA,SCHUYLKILL,SACRAMENTO,5A,Sacramento,PA,40.63898,-76.60502
6339,17970,PA,SCHUYLKILL,SAINT CLAIR,5A,Saint Clair,PA,40.718586,-76.19111
6340,17972,PA,SCHUYLKILL,SCHUYLKILL HAVEN,5A,Schuylkill Haven,PA,40.614771,-76.19352
6341,17974,PA,SCHUYLKILL,SELTZER,5A,Seltzer,PA,40.696252,-76.23554
6342,17976,PA,SCHUYLKILL,SHENANDOAH,5A,Shenandoah,PA,40.820862,-76.20421
6343,17978,PA,SCHUYLKILL,SPRING GLEN,5A,Spring Glen,PA,40.632279,-76.64059
6344,17979,PA,SCHUYLKILL,SUMMIT STATION,5A,Summit Station,PA,40.560225,-76.19887
6345,17980,PA,SCHUYLKILL,TOWER CITY,5A,Tower City,PA,40.584748,-76.55479
6346,17981,PA,SCHUYLKILL,TREMONT,5A,Tremont,PA,40.632681,-76.39579
6347,17982,PA,SCHUYLKILL,TUSCARORA,5A,Tuscarora,PA,40.771111,-76.03747
6348,17983,PA,SCHUYLKILL,VALLEY VIEW,5A,Valley View,PA,40.643634,-76.54562
6349,17985,PA,SCHUYLKILL,ZION GROVE,5A,Zion Grove,PA,40.909697,-76.20494
6350,18001,PA,NORTHAMPTON,LEHIGH VALLEY,5A,Lehigh Valley,PA,40.693376,-75.471156
6351,18002,PA,NORTHAMPTON,LEHIGH VALLEY,5A,Lehigh Valley,PA,40.665597,-75.426247
6352,18003,PA,NORTHAMPTON,LEHIGH VALLEY,5A,Lehigh Valley,PA,40.693376,-75.471156
6353,18010,PA,NORTHAMPTON,ACKERMANVILLE,5A,Ackermanville,PA,40.693376,-75.471156
6354,18011,PA,LEHIGH,ALBURTIS,5A,Alburtis,PA,40.496375,-75.62213
6355,18013,PA,NORTHAMPTON,BANGOR,5A,Bangor,PA,40.863124,-75.19004
6356,18014,PA,NORTHAMPTON,BATH,5A,Bath,PA,40.747742,-75.40078
6357,18015,PA,NORTHAMPTON,BETHLEHEM,5A,Bethlehem,PA,40.601261,-75.37542
6358,18016,PA,NORTHAMPTON,BETHLEHEM,5A,Bethlehem,PA,40.693376,-75.471156
6359,18017,PA,NORTHAMPTON,BETHLEHEM,5A,Bethlehem,PA,40.645665,-75.36926
6360,18018,PA,NORTHAMPTON,BETHLEHEM,5A,Bethlehem,PA,40.625444,-75.38831
6361,18020,PA,NORTHAMPTON,BETHLEHEM,5A,Bethlehem,PA,40.656498,-75.32938
6362,18025,PA,LEHIGH,BETHLEHEM,5A,Bethlehem,PA,40.693376,-75.471156
6363,18030,PA,CARBON,BOWMANSTOWN,5A,Bowmanstown,PA,40.80116,-75.66158
6364,18031,PA,LEHIGH,BREINIGSVILLE,5A,Breinigsville,PA,40.552042,-75.64919
6365,18032,PA,LEHIGH,CATASAUQUA,5A,Catasauqua,PA,40.657089,-75.47123
6366,18034,PA,LEHIGH,CENTER VALLEY,5A,Center Valley,PA,40.540398,-75.41501
6367,18035,PA,NORTHAMPTON,CHERRYVILLE,5A,Cherryville,PA,40.749545,-75.53855
6368,18036,PA,LEHIGH,COOPERSBURG,5A,Coopersburg,PA,40.508855,-75.40103
6369,18037,PA,LEHIGH,COPLAY,5A,Coplay,PA,40.671538,-75.5044
6370,18038,PA,NORTHAMPTON,DANIELSVILLE,5A,Danielsville,PA,40.786431,-75.49158
6371,18039,PA,BUCKS,DURHAM,4A,Durham,PA,40.328645,-75.10278
6372,18040,PA,NORTHAMPTON,EASTON,5A,Easton,PA,40.730182,-75.22349
6373,18041,PA,MONTGOMERY,EAST GREENVILLE,4A,East Greenville,PA,40.410224,-75.50845
6374,18042,PA,NORTHAMPTON,EASTON,5A,Easton,PA,40.681798,-75.22082
6375,18043,PA,NORTHAMPTON,EASTON,5A,Easton,PA,40.792804,-75.137186
6376,18044,PA,NORTHAMPTON,EASTON,5A,Easton,PA,40.693376,-75.471156
6377,18045,PA,NORTHAMPTON,EASTON,5A,Easton,PA,40.681531,-75.26722
6378,18046,PA,LEHIGH,EAST TEXAS,5A,East Texas,PA,40.538843,-75.568502
6379,18049,PA,LEHIGH,EMMAUS,5A,Emmaus,PA,40.533597,-75.49822
6380,18050,PA,NORTHAMPTON,FLICKSVILLE,5A,Flicksville,PA,40.693376,-75.471156
6381,18051,PA,LEHIGH,FOGELSVILLE,5A,Fogelsville,PA,40.593153,-75.65222
6382,18052,PA,LEHIGH,WHITEHALL,5A,Whitehall,PA,40.651751,-75.49224
6383,18053,PA,LEHIGH,GERMANSVILLE,5A,Germansville,PA,40.707516,-75.70754
6384,18054,PA,MONTGOMERY,GREEN LANE,4A,Green Lane,PA,40.343587,-75.44613
6385,18055,PA,NORTHAMPTON,HELLERTOWN,5A,Hellertown,PA,40.585649,-75.3261
6386,18056,PA,BERKS,HEREFORD,5A,Hereford,PA,40.451369,-75.55229
6387,18058,PA,MONROE,KUNKLETOWN,5A,Kunkletown,PA,40.912421,-75.49765
6388,18059,PA,LEHIGH,LAURYS STATION,5A,Laurys Station,PA,40.723681,-75.53601
6389,18060,PA,LEHIGH,LIMEPORT,5A,Limeport,PA,40.53484,-75.57864
6390,18062,PA,LEHIGH,MACUNGIE,5A,Macungie,PA,40.517304,-75.56515
6391,18063,PA,NORTHAMPTON,MARTINS CREEK,5A,Martins Creek,PA,40.781918,-75.18589
6392,18064,PA,NORTHAMPTON,NAZARETH,5A,Nazareth,PA,40.746849,-75.31632
6393,18065,PA,LEHIGH,NEFFS,5A,Neffs,PA,40.696738,-75.611647
6394,18066,PA,LEHIGH,NEW TRIPOLI,5A,New Tripoli,PA,40.653037,-75.72689
6395,18067,PA,NORTHAMPTON,NORTHAMPTON,5A,Northampton,PA,40.693818,-75.48697
6396,18068,PA,LEHIGH,OLD ZIONSVILLE,5A,Old Zionsville,PA,40.693376,-75.471156
6397,18069,PA,LEHIGH,OREFIELD,5A,Orefield,PA,40.624592,-75.60728
6398,18070,PA,MONTGOMERY,PALM,4A,Palm,PA,40.431982,-75.53852
6399,18071,PA,CARBON,PALMERTON,5A,Palmerton,PA,40.820558,-75.58537
6400,18072,PA,NORTHAMPTON,PEN ARGYL,5A,Pen Argyl,PA,40.857829,-75.25776
6401,18073,PA,MONTGOMERY,PENNSBURG,4A,Pennsburg,PA,40.388263,-75.48659
6402,18074,PA,MONTGOMERY,PERKIOMENVILLE,4A,Perkiomenville,PA,40.316397,-75.5154
6403,18076,PA,MONTGOMERY,RED HILL,4A,Red Hill,PA,40.375182,-75.48431
6404,18077,PA,BUCKS,RIEGELSVILLE,4A,Riegelsville,PA,40.576989,-75.22121
6405,18078,PA,LEHIGH,SCHNECKSVILLE,5A,Schnecksville,PA,40.675741,-75.61626
6406,18079,PA,LEHIGH,SLATEDALE,5A,Slatedale,PA,40.744055,-75.65864
6407,18080,PA,LEHIGH,SLATINGTON,5A,Slatington,PA,40.739576,-75.62113
6408,18081,PA,BUCKS,SPRINGTOWN,4A,Springtown,PA,40.556976,-75.28817
6409,18083,PA,NORTHAMPTON,STOCKERTOWN,5A,Stockertown,PA,40.754064,-75.26477
6410,18084,PA,MONTGOMERY,SUMNEYTOWN,4A,Sumneytown,PA,40.327782,-75.454043
6411,18085,PA,NORTHAMPTON,TATAMY,5A,Tatamy,PA,40.740769,-75.25335
6412,18086,PA,NORTHAMPTON,TREICHLERS,5A,Treichlers,PA,40.734807,-75.54488
6413,18087,PA,LEHIGH,TREXLERTOWN,5A,Trexlertown,PA,40.549119,-75.60049
6414,18088,PA,NORTHAMPTON,WALNUTPORT,5A,Walnutport,PA,40.760403,-75.57535
6415,18091,PA,NORTHAMPTON,WIND GAP,5A,Wind Gap,PA,40.835128,-75.30274
6416,18092,PA,LEHIGH,ZIONSVILLE,5A,Zionsville,PA,40.465994,-75.51958
6417,18098,PA,LEHIGH,EMMAUS,5A,Emmaus,PA,40.693376,-75.471156
6418,18101,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.602847,-75.47022
6419,18102,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.607747,-75.4793
6420,18103,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.595097,-75.45915
6421,18104,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.601996,-75.52104
6422,18105,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.693376,-75.471156
6423,18106,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.569288,-75.58893
6424,18109,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.693376,-75.471156
6425,18195,PA,LEHIGH,ALLENTOWN,5A,Allentown,PA,40.57983,-75.579884
6426,18201,PA,LUZERNE,HAZLETON,5A,Hazleton,PA,40.958434,-75.98519
6427,18202,PA,LUZERNE,HAZLETON,5A,Hazleton,PA,40.969691,-75.990392
6428,18210,PA,CARBON,ALBRIGHTSVILLE,5A,Albrightsville,PA,41.000937,-75.55484
6429,18211,PA,SCHUYLKILL,ANDREAS,5A,Andreas,PA,40.749289,-75.82947
6430,18212,PA,CARBON,ASHFIELD,5A,Ashfield,PA,40.784095,-75.708281
6431,18214,PA,SCHUYLKILL,BARNESVILLE,5A,Barnesville,PA,40.811198,-76.06652
6432,18216,PA,CARBON,BEAVER MEADOWS,5A,Beaver Meadows,PA,40.931187,-75.91493
6433,18218,PA,SCHUYLKILL,COALDALE,5A,Coaldale,PA,40.822234,-75.91011
6434,18219,PA,LUZERNE,CONYNGHAM,5A,Conyngham,PA,40.988834,-76.05963
6435,18220,PA,SCHUYLKILL,DELANO,5A,Delano,PA,40.839186,-76.06929
6436,18221,PA,LUZERNE,DRIFTON,5A,Drifton,PA,41.004017,-75.90569
6437,18222,PA,LUZERNE,DRUMS,5A,Drums,PA,41.030933,-75.98932
6438,18223,PA,LUZERNE,EBERVALE,5A,Ebervale,PA,41.272248,-75.880146
6439,18224,PA,LUZERNE,FREELAND,5A,Freeland,PA,41.015634,-75.89791
6440,18225,PA,LUZERNE,HARLEIGH,5A,Harleigh,PA,40.98227,-75.96874
6441,18229,PA,CARBON,JIM THORPE,5A,Jim Thorpe,PA,40.913283,-75.6982
6442,18231,PA,SCHUYLKILL,KELAYRES,5A,Kelayres,PA,40.900995,-76.00488
6443,18232,PA,CARBON,LANSFORD,5A,Lansford,PA,40.832477,-75.88198
6444,18234,PA,LUZERNE,LATTIMER MINES,5A,Lattimer Mines,PA,40.99303,-75.96009
6445,18235,PA,CARBON,LEHIGHTON,5A,Lehighton,PA,40.828682,-75.70596
6446,18237,PA,SCHUYLKILL,MCADOO,5A,Mcadoo,PA,40.897038,-75.99548
6447,18239,PA,LUZERNE,MILNESVILLE,5A,Milnesville,PA,40.989783,-75.98173
6448,18240,PA,CARBON,NESQUEHONING,5A,Nesquehoning,PA,40.857175,-75.84811
6449,18241,PA,SCHUYLKILL,NUREMBERG,5A,Nuremberg,PA,40.939035,-76.16898
6450,18244,PA,CARBON,PARRYVILLE,5A,Parryville,PA,40.824403,-75.66924
6451,18245,PA,SCHUYLKILL,QUAKAKE,5A,Quakake,PA,40.85315,-76.03218
6452,18246,PA,LUZERNE,ROCK GLEN,5A,Rock Glen,PA,40.965379,-76.18859
6453,18247,PA,LUZERNE,SAINT JOHNS,5A,Saint Johns,PA,41.014808,-76.058391
6454,18248,PA,SCHUYLKILL,SHEPPTON,5A,Sheppton,PA,40.89707,-76.11711
6455,18249,PA,LUZERNE,SUGARLOAF,5A,Sugarloaf,PA,40.99118,-76.09565
6456,18250,PA,CARBON,SUMMIT HILL,5A,Summit Hill,PA,40.826908,-75.8674
6457,18251,PA,LUZERNE,SYBERTSVILLE,5A,Sybertsville,PA,41.001956,-76.08117
6458,18252,PA,SCHUYLKILL,TAMAQUA,5A,Tamaqua,PA,40.792315,-75.97705
6459,18254,PA,CARBON,TRESCKOW,5A,Tresckow,PA,40.914664,-75.96359
6460,18255,PA,CARBON,WEATHERLY,5A,Weatherly,PA,40.945334,-75.8265
6461,18256,PA,LUZERNE,WESTON,5A,Weston,PA,40.941585,-76.13916
6462,18301,PA,MONROE,EAST STROUDSBURG,5A,East Stroudsburg,PA,41.052199,-75.15936
6463,18302,PA,MONROE,EAST STROUDSBURG,5A,East Stroudsburg,PA,41.02,-75.18
6464,18320,PA,MONROE,ANALOMINK,5A,Analomink,PA,41.071213,-75.236436
6465,18321,PA,MONROE,BARTONSVILLE,5A,Bartonsville,PA,41.012235,-75.29039
6466,18322,PA,MONROE,BRODHEADSVILLE,5A,Brodheadsville,PA,40.923539,-75.4
6467,18323,PA,MONROE,BUCK HILL FALLS,5A,Buck Hill Falls,PA,41.198247,-75.27298
6468,18324,PA,PIKE,BUSHKILL,5A,Bushkill,PA,41.141582,-74.99786
6469,18325,PA,MONROE,CANADENSIS,5A,Canadensis,PA,41.205738,-75.24344
6470,18326,PA,MONROE,CRESCO,5A,Cresco,PA,41.154329,-75.27865
6471,18327,PA,MONROE,DELAWARE WATER GAP,5A,Delaware Water Gap,PA,40.982028,-75.14262
6472,18328,PA,PIKE,DINGMANS FERRY,5A,Dingmans Ferry,PA,41.241889,-74.95917
6473,18330,PA,MONROE,EFFORT,5A,Effort,PA,40.969985,-75.45726
6474,18331,PA,MONROE,GILBERT,5A,Gilbert,PA,40.913651,-75.43501
6475,18332,PA,MONROE,HENRYVILLE,5A,Henryville,PA,41.093813,-75.26213
6476,18333,PA,MONROE,KRESGEVILLE,5A,Kresgeville,PA,40.898654,-75.49795
6477,18334,PA,MONROE,LONG POND,5A,Long Pond,PA,41.075315,-75.43058
6478,18335,PA,MONROE,MARSHALLS CREEK,5A,Marshalls Creek,PA,41.050764,-75.208269
6479,18336,PA,PIKE,MATAMORAS,5A,Matamoras,PA,41.368893,-74.70553
6480,18337,PA,PIKE,MILFORD,5A,Milford,PA,41.320904,-74.88565
6481,18340,PA,PIKE,MILLRIFT,5A,Millrift,PA,41.411678,-74.744
6482,18341,PA,MONROE,MINISINK HILLS,5A,Minisink Hills,PA,40.999857,-75.13254
6483,18342,PA,MONROE,MOUNTAINHOME,5A,Mountainhome,PA,41.145778,-75.294125
6484,18343,PA,NORTHAMPTON,MOUNT BETHEL,5A,Mount Bethel,PA,40.889911,-75.1112
6485,18344,PA,MONROE,MOUNT POCONO,5A,Mount Pocono,PA,41.118465,-75.35501
